Vegetable,Season,Month,Temperature,Disaster Events,Vegetable Condition,Price per kg
Potato,Autumn,8,18.31968826,No,wilted,28
Radish,Spring,3,16.1584107,Yes,scrap,49.4
Pointed grourd,Spring,6,20.92671801,Yes,wilted,45.5
Ginger,Summer,7,29.50468662,Yes,fresh,78
Tomato,Summer,10,35.85033959,Yes,average,39
Radish,Spring,11,13.96236347,No,wilted,35
Onion,Autumn,1,34.41406532,No,scrap,25
Radish,Monsoon,1,34.38470184,No,scrap,35
Radish,Monsoon,7,27.6075807,No,average,35
Garlic,Winter,11,32.81943819,Yes,fresh,104
Potato,Winter,3,15.45642094,Yes,wilted,36.4
Tomato,Monsoon,3,15.08758002,Yes,wilted,39
Okra,Spring,5,35.88400102,No,average,20
Ginger,Spring,11,24.94445312,No,wilted,60
Potato,Summer,6,17.37811643,No,average,28
Radish,Summer,2,30.66191073,No,average,38
Okra,Winter,3,36.75625501,Yes,fresh,26
Pointed grourd,Monsoon,6,28.96967938,Yes,average,45.5
Pointed grourd,Spring,3,20.42035129,Yes,wilted,45.5
Cucumber,Monsoon,5,24.49713296,No,average,30
Garlic,Autumn,9,32.56808383,Yes,wilted,104
Cabbage,Monsoon,12,12.02503687,No,average,30
Radish,Autumn,3,16.51493548,Yes,fresh,49.4
Radish,Summer,12,23.8774956,Yes,fresh,49.4
Garlic,Summer,11,28.12722892,No,average,80
Cauliflower,Winter,6,20.17496773,No,average,20
Ginger,Monsoon,11,18.95172766,No,average,60
Potato,Monsoon,5,11.24152587,Yes,fresh,36.4
Potato,Autumn,5,10.97805316,Yes,scrap,36.4
Tomato,Summer,11,18.36084563,Yes,average,39
Tomato,Autumn,6,25.915183,Yes,scrap,39
Chilly,Summer,6,26.69114489,No,average,35
Cucumber,Autumn,1,24.82082479,Yes,wilted,39
Potato,Summer,11,22.29642052,No,fresh,28
Pumpkin,Autumn,9,17.56874768,Yes,scrap,52
Cauliflower,Summer,5,22.02083295,No,scrap,20
Garlic,Autumn,1,14.16279896,No,fresh,80
Ginger,Monsoon,8,13.45777687,Yes,scrap,78
Potato,Winter,7,18.9982977,Yes,average,36.4
Cucumber,Autumn,7,39.86046389,No,scrap,30
Cucumber,Winter,5,19.79490843,Yes,average,39
Cabbage,Monsoon,1,38.09369171,No,scrap,30
Cabbage,Monsoon,9,21.76786437,Yes,wilted,39
Potato,Summer,11,23.17029974,Yes,scrap,36.4
Brinjal,Winter,9,33.9118865,Yes,scrap,52
Radish,Spring,8,12.80914982,Yes,average,49.4
Cucumber,Summer,5,15.46939971,Yes,fresh,39
Ginger,Winter,3,39.21520795,No,wilted,60
Ginger,Autumn,8,25.1775202,Yes,fresh,78
Cucumber,Autumn,1,11.32929047,No,average,30
Pumpkin,Monsoon,3,11.42142199,No,wilted,40
Cabbage,Spring,12,37.21722051,No,scrap,30
Onion,Autumn,11,36.20095269,Yes,fresh,32.5
Cabbage,Winter,7,23.75197321,No,fresh,30
Pointed grourd,Winter,4,14.89666258,No,fresh,35
Tomato,Autumn,7,34.90853819,No,scrap,30
Chilly,Winter,12,19.73800322,No,average,35
Okra,Winter,11,22.57175196,No,scrap,20
Garlic,Monsoon,5,30.47429137,No,scrap,80
Cauliflower,Spring,6,20.6019506,Yes,average,26
Potato,Monsoon,7,28.8600978,No,average,28
Potato,Spring,10,36.55848131,No,scrap,28
Onion,Winter,12,33.92119806,Yes,average,32.5
Tomato,Spring,7,21.44833222,No,fresh,30
Potato,Winter,7,18.63809664,Yes,wilted,36.4
Tomato,Winter,7,18.56531346,Yes,average,39
Cauliflower,Monsoon,11,20.45773451,No,wilted,20
Bitter gourd,Monsoon,7,24.8055096,No,fresh,25
Bitter gourd,Summer,3,22.49792442,Yes,average,32.5
Radish,Autumn,12,13.99012063,Yes,scrap,45.5
Potato,Summer,3,14.90367575,Yes,scrap,36.4
Tomato,Summer,7,20.28788828,Yes,fresh,39
Ginger,Spring,2,26.861923,No,average,60
Potato,Winter,2,27.7799185,Yes,scrap,36.4
Pumpkin,Winter,3,24.58621195,Yes,average,52
Ginger,Winter,4,32.16327644,Yes,wilted,78
Ginger,Autumn,6,32.11746366,No,scrap,60
Radish,Spring,8,22.82882415,Yes,fresh,45.5
Potato,Spring,10,13.73322432,Yes,scrap,36.4
Garlic,Winter,10,25.90524309,No,fresh,80
Chilly,Summer,7,21.44407192,No,fresh,35
Tomato,Autumn,4,14.13768969,Yes,wilted,39
Radish,Summer,2,39.4545163,Yes,wilted,49.4
Brinjal,Monsoon,2,21.09266168,Yes,fresh,52
Tomato,Spring,4,28.77393519,No,scrap,30
Garlic,Spring,6,24.70386584,No,fresh,80
Potato,Summer,3,14.28484838,Yes,average,36.4
Pumpkin,Autumn,6,11.6663087,Yes,average,52
Potato,Spring,5,28.77308245,Yes,scrap,36.4
Peas,Summer,5,17.41065611,No,scrap,85
Radish,Autumn,2,17.30961999,Yes,wilted,49.4
Tomato,Summer,8,38.70928569,Yes,average,39
Ginger,Autumn,5,23.85319913,No,fresh,60
Radish,Winter,11,10.882782,Yes,fresh,45.5
Okra,Autumn,2,20.19528145,No,average,20
Onion,Monsoon,7,27.53474627,No,average,25
Pointed grourd,Winter,9,19.85702256,Yes,wilted,45.5
Bitter gourd,Summer,9,10.80555862,No,average,25
Okra,Winter,1,23.32933796,No,wilted,20
Radish,Winter,7,13.17719009,Yes,scrap,45.5
Bitter gourd,Summer,9,28.57480074,No,scrap,25
Pointed grourd,Summer,6,28.58761301,No,average,35
Cabbage,Monsoon,1,11.13277419,Yes,average,39
Peas,Summer,2,18.71998785,Yes,average,110.5
Brinjal,Spring,4,22.41058791,Yes,average,52
Radish,Spring,4,26.50792294,Yes,fresh,49.4
Okra,Monsoon,2,18.88190289,Yes,fresh,26
Radish,Autumn,8,18.63239538,No,scrap,35
Pointed grourd,Autumn,2,39.49045469,No,fresh,35
Bitter gourd,Spring,3,11.25588387,No,average,25
Potato,Summer,4,39.67136242,No,wilted,28
Pumpkin,Monsoon,9,11.43255823,No,scrap,40
Ginger,Autumn,10,18.65024283,Yes,average,78
Ginger,Autumn,1,24.81072565,Yes,fresh,78
Pointed grourd,Winter,8,14.29895029,Yes,wilted,45.5
Bitter gourd,Spring,12,14.04539088,Yes,wilted,32.5
Peas,Summer,5,17.6893814,No,fresh,85
Ginger,Monsoon,7,39.20521551,Yes,average,78
Onion,Autumn,8,21.40350577,Yes,wilted,32.5
Peas,Winter,5,26.97984515,No,wilted,85
Garlic,Spring,8,31.12874207,No,fresh,80
Peas,Spring,10,32.26665507,Yes,wilted,110.5
Tomato,Monsoon,11,30.64122899,No,wilted,30
Bitter gourd,Autumn,8,20.1078458,No,wilted,25
Ginger,Monsoon,9,13.35183482,Yes,scrap,78
Cucumber,Monsoon,2,18.45149426,No,average,30
Cucumber,Winter,3,16.3088568,Yes,average,39
Chilly,Spring,1,14.08831915,No,fresh,35
Potato,Summer,4,10.73490195,No,average,28
Ginger,Spring,5,38.07177547,No,wilted,60
Okra,Spring,11,37.6310316,No,average,20
Tomato,Winter,1,11.51251017,Yes,scrap,39
Cabbage,Summer,8,15.19253718,No,wilted,30
Peas,Autumn,2,14.18501414,Yes,wilted,110.5
Tomato,Summer,1,18.43668803,Yes,scrap,39
Brinjal,Autumn,2,16.12206611,No,scrap,40
Ginger,Summer,5,38.37560612,No,average,60
Garlic,Monsoon,9,12.5251131,Yes,average,104
Tomato,Summer,9,16.35012481,No,average,30
Cucumber,Winter,2,12.42169914,No,scrap,30
Cucumber,Autumn,2,39.41156046,Yes,average,39
Brinjal,Spring,3,37.55240527,No,fresh,40
Cucumber,Winter,7,31.49894769,Yes,average,39
Chilly,Autumn,11,22.77919097,No,scrap,35
Cauliflower,Autumn,3,15.70534407,No,scrap,20
Tomato,Spring,1,16.64469175,No,fresh,30
Peas,Monsoon,6,23.29120026,No,wilted,85
Cauliflower,Winter,3,33.04668014,No,fresh,20
Potato,Spring,1,17.94188488,No,scrap,28
Tomato,Spring,4,19.32375738,Yes,wilted,39
Okra,Monsoon,1,27.99832874,Yes,fresh,26
Cauliflower,Winter,1,17.13188087,No,fresh,20
Pumpkin,Spring,12,27.52655864,No,wilted,40
Cabbage,Monsoon,2,21.6139268,Yes,fresh,39
Pumpkin,Winter,10,11.03104618,Yes,wilted,52
Ginger,Summer,8,22.08103859,Yes,average,78
Bitter gourd,Autumn,2,37.58575839,No,wilted,25
Onion,Monsoon,11,18.79335637,No,fresh,25
Radish,Autumn,2,19.68497168,No,average,38
Ginger,Summer,11,11.97822664,Yes,scrap,78
Bitter gourd,Spring,11,28.45142346,Yes,scrap,32.5
Pointed grourd,Spring,10,35.47727093,No,scrap,35
Ginger,Winter,10,20.58768679,Yes,fresh,78
Radish,Monsoon,8,17.20736673,No,average,38
Cauliflower,Monsoon,12,38.69835562,No,wilted,20
Cucumber,Winter,6,32.35217844,Yes,scrap,39
Pointed grourd,Autumn,12,27.01490678,No,scrap,35
Okra,Spring,11,19.16593499,Yes,average,26
Radish,Spring,4,16.62394054,Yes,average,45.5
Radish,Monsoon,3,31.47232117,No,average,38
Pointed grourd,Monsoon,1,25.65366451,No,fresh,35
Pumpkin,Winter,11,25.6179945,Yes,average,52
Potato,Summer,3,12.21129456,No,wilted,28
Brinjal,Autumn,12,25.3658343,Yes,wilted,52
Cabbage,Summer,9,34.68232093,No,scrap,30
Onion,Summer,5,38.40397833,Yes,wilted,32.5
Okra,Monsoon,6,13.20047192,Yes,average,26
Ginger,Monsoon,5,28.93495632,No,wilted,60
Onion,Monsoon,1,27.05041752,No,scrap,25
Cabbage,Summer,10,36.70937473,Yes,fresh,39
Chilly,Autumn,1,32.53732091,Yes,wilted,45.5
Cabbage,Monsoon,4,38.95785607,Yes,scrap,39
Radish,Spring,3,38.80097613,Yes,scrap,49.4
Tomato,Autumn,11,16.7705528,No,average,30
Radish,Spring,8,31.76052616,No,scrap,35
Cabbage,Autumn,12,25.91569274,No,wilted,30
Pointed grourd,Monsoon,12,16.43805986,Yes,scrap,45.5
Okra,Winter,7,15.84607247,No,scrap,20
Pointed grourd,Monsoon,11,12.43253024,Yes,average,45.5
Radish,Summer,7,33.86635829,Yes,average,45.5
Brinjal,Summer,8,19.73514342,No,wilted,40
Pointed grourd,Autumn,10,35.70906506,No,scrap,35
Cauliflower,Summer,7,28.24946098,Yes,fresh,26
Radish,Monsoon,10,30.20900065,Yes,scrap,49.4
Radish,Spring,2,18.75021249,No,fresh,38
Bitter gourd,Monsoon,4,23.71882838,Yes,wilted,32.5
Brinjal,Autumn,11,22.36952734,No,average,40
Cabbage,Summer,6,17.07065992,No,wilted,30
Tomato,Spring,3,34.97536506,Yes,average,39
Bitter gourd,Winter,3,28.66253517,Yes,average,32.5
Cucumber,Spring,6,11.12295932,Yes,scrap,39
Radish,Spring,1,34.59751058,Yes,scrap,45.5
Pumpkin,Monsoon,1,13.18113268,Yes,average,52
Radish,Winter,5,22.11089301,No,fresh,35
Pumpkin,Autumn,1,27.13770705,No,fresh,40
Chilly,Autumn,10,10.22953737,No,scrap,35
Cucumber,Spring,8,29.58724316,No,wilted,30
Tomato,Spring,2,29.79108819,Yes,fresh,39
Peas,Summer,6,29.57578951,No,average,85
Radish,Winter,10,14.90403814,Yes,scrap,49.4
Pointed grourd,Spring,10,17.6719698,Yes,scrap,45.5
Radish,Summer,5,17.42127459,Yes,average,45.5
Cauliflower,Winter,10,38.8020095,Yes,wilted,26
Cabbage,Autumn,12,12.02584562,Yes,average,39
Ginger,Summer,12,22.86284523,No,wilted,60
Cabbage,Winter,4,36.13761717,Yes,scrap,39
Ginger,Summer,1,33.08397983,Yes,wilted,78
Onion,Spring,3,34.67326374,No,average,25
Tomato,Monsoon,12,39.16880752,No,scrap,30
Ginger,Autumn,4,21.61785437,No,fresh,60
Peas,Spring,2,19.28965823,Yes,scrap,110.5
Chilly,Spring,12,10.9197847,Yes,average,45.5
Potato,Winter,2,14.50058085,Yes,average,36.4
Chilly,Summer,2,26.86043964,Yes,scrap,45.5
Potato,Autumn,11,14.72981785,No,scrap,28
Cucumber,Spring,1,32.08915048,No,scrap,30
Chilly,Winter,10,11.11697815,No,wilted,35
Okra,Autumn,2,17.7846407,No,fresh,20
Radish,Summer,6,30.8635937,No,wilted,38
Brinjal,Spring,3,17.66508473,No,average,40
Bitter gourd,Spring,10,31.86281393,Yes,scrap,32.5
Ginger,Spring,5,39.87591626,Yes,wilted,78
Peas,Autumn,1,33.91251866,No,wilted,85
Pointed grourd,Autumn,8,20.25506376,No,average,35
Pointed grourd,Autumn,4,37.01775702,No,wilted,35
Garlic,Autumn,9,11.53539207,No,average,80
Potato,Winter,4,31.75020473,Yes,wilted,36.4
Ginger,Monsoon,2,10.69966995,Yes,fresh,78
Okra,Winter,3,15.23666486,Yes,average,26
Garlic,Spring,5,39.62757225,No,fresh,80
Radish,Winter,12,20.82654737,No,wilted,35
Brinjal,Summer,10,34.61498134,No,fresh,40
Pointed grourd,Autumn,6,21.28260139,Yes,fresh,45.5
Bitter gourd,Summer,7,35.20085352,Yes,fresh,32.5
Ginger,Summer,4,38.9631868,Yes,wilted,78
Chilly,Spring,7,23.0660873,No,average,35
Radish,Autumn,10,26.78047576,Yes,wilted,45.5
Bitter gourd,Summer,3,28.8591847,Yes,wilted,32.5
Bitter gourd,Spring,7,38.04504407,No,wilted,25
Onion,Autumn,4,17.70232262,Yes,average,32.5
Onion,Monsoon,8,28.33748119,No,scrap,25
Radish,Spring,9,19.74160685,No,wilted,35
Tomato,Winter,7,16.50799541,No,wilted,30
Cucumber,Autumn,8,12.54761017,Yes,average,39
Cabbage,Summer,8,28.62132591,Yes,scrap,39
Potato,Summer,2,36.46256437,No,scrap,28
Radish,Winter,9,20.54178667,Yes,scrap,49.4
Ginger,Winter,6,26.58005609,No,scrap,60
Radish,Summer,11,29.26401386,Yes,average,45.5
Tomato,Autumn,4,22.43950533,No,average,30
Tomato,Spring,5,37.10043551,No,scrap,30
Potato,Winter,10,20.88265484,Yes,fresh,36.4
Tomato,Winter,5,13.7503246,No,average,30
Cucumber,Winter,7,14.32061074,No,fresh,30
Tomato,Monsoon,9,36.72572844,No,fresh,30
Radish,Autumn,7,39.64024129,No,scrap,38
Pumpkin,Autumn,9,18.66813552,No,scrap,40
Potato,Autumn,4,14.30808177,Yes,wilted,36.4
Cucumber,Autumn,10,24.46636845,Yes,fresh,39
Cabbage,Autumn,10,31.28584191,No,wilted,30
Pumpkin,Summer,4,28.37208724,Yes,scrap,52
Pumpkin,Winter,6,38.53324546,No,fresh,40
Radish,Summer,8,34.53333652,No,average,35
Ginger,Monsoon,9,36.06916495,No,wilted,60
Radish,Spring,1,26.25001477,No,scrap,35
Potato,Winter,1,19.8182558,No,fresh,28
Tomato,Monsoon,8,31.05208031,Yes,scrap,39
Cabbage,Summer,11,23.1715912,Yes,wilted,39
Cucumber,Spring,7,18.63262722,Yes,scrap,39
Chilly,Monsoon,9,14.56812057,Yes,scrap,45.5
Tomato,Spring,11,25.83622624,Yes,average,39
Brinjal,Monsoon,3,27.82760702,Yes,scrap,52
Radish,Summer,10,27.06357048,No,fresh,35
Chilly,Spring,12,13.4964509,Yes,fresh,45.5
Cucumber,Monsoon,5,27.09961959,No,average,30
Cucumber,Summer,3,15.0524232,No,fresh,30
Cauliflower,Winter,5,29.91142496,Yes,scrap,26
Tomato,Summer,10,22.8815199,Yes,scrap,39
Pumpkin,Summer,1,35.46365763,No,fresh,40
Pumpkin,Winter,11,33.34797234,No,wilted,40
Potato,Summer,4,31.73146155,No,scrap,28
Garlic,Winter,6,31.02211298,No,fresh,80
Pointed grourd,Winter,2,26.81464118,No,scrap,35
Radish,Winter,7,11.83340728,Yes,scrap,45.5
Peas,Monsoon,8,29.66468871,Yes,average,110.5
Radish,Spring,1,24.00766533,No,fresh,35
Pointed grourd,Monsoon,4,24.08664142,No,scrap,35
Cabbage,Winter,11,21.37066586,No,wilted,30
Tomato,Spring,4,37.87212745,No,fresh,30
Cabbage,Spring,5,17.48353801,No,wilted,30
Cauliflower,Winter,12,19.4978336,No,fresh,20
Cabbage,Spring,12,38.89122348,No,wilted,30
Radish,Spring,4,34.30461206,No,wilted,38
Pointed grourd,Monsoon,9,10.42259236,Yes,fresh,45.5
Ginger,Spring,7,37.183228,No,average,60
Tomato,Winter,2,16.79941896,No,average,30
Garlic,Autumn,1,31.17797617,Yes,fresh,104
Peas,Autumn,9,26.59219322,No,scrap,85
Bitter gourd,Autumn,1,26.10435651,No,fresh,25
Cabbage,Winter,6,31.5376397,No,fresh,30
Cauliflower,Autumn,2,16.21544416,No,scrap,20
Potato,Monsoon,4,14.77075392,Yes,fresh,36.4
Cucumber,Winter,6,29.5573782,No,fresh,30
Pumpkin,Winter,5,18.71737687,No,scrap,40
Chilly,Winter,11,39.21850623,No,scrap,35
Radish,Spring,6,23.54535517,Yes,average,49.4
Radish,Spring,3,13.3479106,No,wilted,35
Radish,Spring,5,30.57445499,No,wilted,35
Cauliflower,Summer,2,19.18477877,Yes,average,26
Ginger,Monsoon,7,14.45762283,Yes,average,78
Radish,Winter,3,22.68470089,Yes,wilted,49.4
Radish,Winter,1,38.92666834,Yes,average,49.4
Cauliflower,Spring,8,22.34291729,No,fresh,20
Potato,Winter,8,20.42001297,Yes,average,36.4
Potato,Winter,3,23.33526886,Yes,average,36.4
Brinjal,Autumn,7,10.36347117,Yes,average,52
Cabbage,Winter,9,13.99304616,No,average,30
Ginger,Summer,8,35.49023854,Yes,wilted,78
Radish,Spring,3,39.34103236,No,scrap,35
Peas,Monsoon,2,14.73824457,No,wilted,85
Okra,Monsoon,10,26.06553455,Yes,wilted,26
Garlic,Autumn,7,38.99000301,No,scrap,80
Potato,Monsoon,7,14.69744129,Yes,wilted,36.4
Brinjal,Monsoon,9,15.58928853,Yes,fresh,52
Ginger,Spring,5,37.80449062,No,scrap,60
Garlic,Spring,4,31.17062939,No,fresh,80
Pointed grourd,Summer,8,14.55900061,No,wilted,35
Garlic,Autumn,4,21.80478013,No,wilted,80
Onion,Monsoon,4,11.68809833,Yes,scrap,32.5
Radish,Summer,12,22.98014602,No,wilted,38
Cabbage,Autumn,12,33.33704483,No,average,30
Onion,Monsoon,2,26.61916164,No,fresh,25
Cucumber,Monsoon,1,29.42326365,No,fresh,30
Chilly,Spring,4,19.80460397,Yes,average,45.5
Garlic,Winter,7,14.84187753,Yes,scrap,104
Brinjal,Autumn,12,10.39350027,No,scrap,40
Peas,Monsoon,9,34.63937033,No,average,85
Potato,Autumn,9,29.09963678,Yes,average,36.4
Chilly,Summer,12,16.87963724,Yes,fresh,45.5
Cucumber,Summer,10,22.5530188,Yes,average,39
Pumpkin,Winter,1,34.04329806,Yes,average,52
Pointed grourd,Monsoon,5,26.16100558,No,average,35
Cauliflower,Spring,7,19.00479629,No,wilted,20
Cucumber,Monsoon,7,18.01553552,Yes,average,39
Onion,Autumn,10,16.52842073,Yes,wilted,32.5
Radish,Summer,6,34.7118964,No,fresh,35
Ginger,Autumn,11,27.45581052,No,fresh,60
Okra,Winter,10,31.27471497,Yes,scrap,26
Chilly,Summer,4,35.80361324,No,fresh,35
Onion,Spring,3,39.60585108,Yes,scrap,32.5
Cucumber,Summer,12,17.4845076,No,wilted,30
Radish,Monsoon,9,15.42707462,No,average,38
Cabbage,Monsoon,12,23.85995028,Yes,fresh,39
Onion,Summer,10,11.05213838,No,average,25
Peas,Winter,4,33.75153645,Yes,scrap,110.5
Peas,Monsoon,8,36.51279997,No,wilted,85
Tomato,Monsoon,1,30.58119096,Yes,fresh,39
Cauliflower,Spring,7,18.03985074,Yes,average,26
Cauliflower,Summer,12,13.69466422,Yes,scrap,26
Tomato,Monsoon,6,21.46432564,No,average,30
Okra,Winter,12,35.00006862,Yes,fresh,26
Chilly,Autumn,1,20.43483411,Yes,average,45.5
Cucumber,Summer,4,11.02763721,No,wilted,30
Cabbage,Spring,12,18.22841129,No,fresh,30
Bitter gourd,Monsoon,5,39.6983683,Yes,scrap,32.5
Radish,Winter,11,30.30006267,Yes,fresh,49.4
Peas,Summer,8,37.0256449,No,scrap,85
Potato,Winter,4,33.24595803,No,scrap,28
Onion,Winter,3,26.19116546,No,fresh,25
Cabbage,Spring,2,14.46066617,Yes,scrap,39
Okra,Summer,4,20.45933435,No,fresh,20
Pointed grourd,Monsoon,11,27.51220676,Yes,wilted,45.5
Pumpkin,Spring,10,36.11897046,Yes,wilted,52
Bitter gourd,Monsoon,4,18.06025138,Yes,average,32.5
Tomato,Autumn,10,13.63680608,No,wilted,30
Okra,Winter,5,26.76496953,No,scrap,20
Okra,Autumn,7,15.29503668,No,average,20
Onion,Winter,9,28.31085308,Yes,average,32.5
Radish,Spring,2,17.90564327,Yes,fresh,45.5
Chilly,Monsoon,5,16.92889013,No,average,35
Radish,Monsoon,11,21.97542295,No,fresh,35
Brinjal,Spring,10,27.79575273,Yes,average,52
Potato,Summer,9,26.35953019,Yes,wilted,36.4
Radish,Autumn,12,17.34203432,Yes,fresh,49.4
Radish,Autumn,3,36.73350023,Yes,scrap,45.5
Onion,Monsoon,1,13.29645909,No,average,25
Pumpkin,Monsoon,2,11.18402689,Yes,wilted,52
Onion,Monsoon,6,28.08118808,Yes,wilted,32.5
Pumpkin,Spring,5,13.70221504,No,fresh,40
Okra,Summer,1,25.14672443,No,fresh,20
Pumpkin,Autumn,1,38.55319853,No,fresh,40
Cabbage,Winter,11,30.95740814,No,scrap,30
Radish,Spring,4,28.52369741,Yes,scrap,49.4
Brinjal,Autumn,12,27.24415675,Yes,scrap,52
Onion,Summer,4,15.38617757,Yes,average,32.5
Cabbage,Spring,6,22.97943474,Yes,scrap,39
Peas,Autumn,6,20.27570522,Yes,fresh,110.5
Peas,Spring,10,38.59222967,No,wilted,85
Potato,Autumn,6,17.26960694,No,wilted,28
Garlic,Autumn,1,24.14549114,Yes,fresh,104
Tomato,Summer,10,38.1423809,No,scrap,30
Brinjal,Winter,9,33.67541957,Yes,scrap,52
Pointed grourd,Summer,11,38.93545718,Yes,fresh,45.5
Onion,Autumn,7,28.24990765,Yes,wilted,32.5
Peas,Spring,7,20.01360564,Yes,average,110.5
Radish,Summer,11,34.79949326,Yes,wilted,49.4
Tomato,Winter,7,18.74368814,No,scrap,30
Cabbage,Autumn,2,14.94318406,No,wilted,30
Radish,Summer,2,31.18866442,Yes,scrap,49.4
Cucumber,Summer,6,29.16866991,Yes,wilted,39
Pointed grourd,Summer,7,36.36846708,No,fresh,35
Peas,Summer,3,38.85774273,Yes,scrap,110.5
Radish,Spring,4,35.71592762,Yes,average,45.5
Radish,Winter,12,11.80065393,Yes,average,45.5
Radish,Winter,3,29.93540299,No,fresh,38
Onion,Autumn,7,33.54197239,Yes,wilted,32.5
Pointed grourd,Monsoon,7,39.45786173,Yes,fresh,45.5
Potato,Spring,4,21.23983899,No,fresh,28
Cauliflower,Autumn,7,15.09644762,Yes,average,26
Garlic,Autumn,5,35.58799185,Yes,average,104
Brinjal,Summer,1,19.52400231,No,scrap,40
Radish,Monsoon,10,27.94605687,No,scrap,35
Ginger,Monsoon,4,21.69684293,Yes,scrap,78
Garlic,Spring,7,22.0697877,No,fresh,80
Radish,Monsoon,2,31.97393438,Yes,fresh,45.5
Pumpkin,Autumn,2,20.84425376,Yes,scrap,52
Ginger,Monsoon,1,30.79225339,No,average,60
Pointed grourd,Monsoon,2,10.42985366,Yes,average,45.5
Potato,Winter,10,19.7394217,No,wilted,28
Peas,Autumn,8,19.57132094,No,scrap,85
Tomato,Monsoon,11,32.46505858,No,fresh,30
Tomato,Monsoon,8,19.43671348,Yes,wilted,39
Cauliflower,Summer,8,28.99981397,No,wilted,20
Ginger,Monsoon,1,30.65573206,Yes,wilted,78
Chilly,Monsoon,1,29.75276633,No,scrap,35
Radish,Winter,12,28.09881043,No,scrap,38
Cauliflower,Autumn,10,22.40850548,Yes,scrap,26
Radish,Spring,4,21.19914933,Yes,average,45.5
Pointed grourd,Autumn,6,26.93752175,No,wilted,35
Chilly,Summer,8,11.91109307,Yes,average,45.5
Radish,Autumn,2,36.27459526,Yes,scrap,49.4
Pumpkin,Monsoon,3,34.75945429,No,average,40
Onion,Summer,6,20.39154151,No,average,25
Garlic,Autumn,10,27.0045737,Yes,fresh,104
Potato,Summer,4,37.96683095,No,scrap,28
Chilly,Spring,12,18.14910392,No,wilted,35
Cabbage,Autumn,2,32.27365803,No,scrap,30
Radish,Monsoon,7,12.48195422,Yes,average,45.5
Cauliflower,Summer,4,25.70116442,Yes,scrap,26
Radish,Winter,8,36.51907388,Yes,scrap,45.5
Pumpkin,Summer,8,26.55127852,No,fresh,40
Potato,Winter,7,28.48758481,Yes,fresh,36.4
Onion,Monsoon,10,37.2291788,No,scrap,25
Chilly,Spring,9,31.4608192,No,fresh,35
Cucumber,Winter,4,30.87609041,No,average,30
Cauliflower,Spring,7,27.59152066,No,average,20
Brinjal,Summer,10,28.98965843,Yes,average,52
Radish,Monsoon,10,34.11116272,No,fresh,38
Chilly,Winter,12,39.3769925,No,scrap,35
Cauliflower,Summer,1,33.85976062,Yes,average,26
Potato,Autumn,4,31.22610495,No,wilted,28
Brinjal,Summer,2,14.06634651,Yes,average,52
Potato,Spring,9,34.51241162,Yes,scrap,36.4
Peas,Monsoon,5,32.07983102,Yes,average,110.5
Cauliflower,Monsoon,3,33.11296586,No,wilted,20
Radish,Summer,4,16.93289435,Yes,average,45.5
Cauliflower,Autumn,6,37.1033109,No,average,20
Okra,Spring,10,12.91844105,Yes,scrap,26
Garlic,Summer,1,17.60836167,Yes,average,104
Cucumber,Summer,7,29.89070315,Yes,average,39
Cucumber,Monsoon,8,30.21143391,Yes,fresh,39
Radish,Spring,7,19.39973699,No,scrap,35
Radish,Autumn,7,31.04559331,No,scrap,35
Okra,Monsoon,9,21.63791613,Yes,scrap,26
Cauliflower,Summer,4,10.00526548,Yes,scrap,26
Chilly,Monsoon,7,14.87818397,Yes,average,45.5
Peas,Monsoon,9,36.47854826,No,wilted,85
Chilly,Winter,5,16.68082035,Yes,wilted,45.5
Cauliflower,Monsoon,2,13.38731017,Yes,fresh,26
Pointed grourd,Monsoon,5,30.46601818,No,average,35
Brinjal,Spring,4,23.22119327,Yes,scrap,52
Potato,Monsoon,8,33.89772809,Yes,scrap,36.4
Onion,Autumn,5,35.84334804,Yes,wilted,32.5
Okra,Summer,9,35.37966632,Yes,fresh,26
Onion,Spring,9,19.39027658,No,average,25
Garlic,Monsoon,3,25.16637814,No,fresh,80
Cauliflower,Autumn,10,29.50425204,No,average,20
Onion,Summer,6,19.65949262,Yes,fresh,32.5
Cabbage,Spring,6,11.23297946,Yes,fresh,39
Brinjal,Autumn,4,24.86993147,No,scrap,40
Onion,Monsoon,11,10.38455,Yes,wilted,32.5
Brinjal,Winter,10,38.51936874,Yes,scrap,52
Brinjal,Winter,3,33.90050938,No,wilted,40
Tomato,Spring,1,15.7602933,No,fresh,30
Radish,Autumn,12,18.62715247,Yes,average,49.4
Radish,Summer,7,39.48515644,No,scrap,38
Pumpkin,Autumn,5,21.20645662,Yes,average,52
Garlic,Winter,10,33.51167072,No,scrap,80
Peas,Spring,7,23.40446405,No,scrap,85
Bitter gourd,Monsoon,1,35.92287772,Yes,scrap,32.5
Peas,Autumn,8,31.11260524,Yes,average,110.5
Cauliflower,Winter,3,10.6873018,No,scrap,20
Garlic,Summer,7,18.83169658,Yes,scrap,104
Radish,Spring,12,26.73976945,Yes,scrap,45.5
Pointed grourd,Monsoon,3,37.78522132,Yes,average,45.5
Tomato,Autumn,3,13.06089684,No,scrap,30
Bitter gourd,Summer,10,28.03487613,Yes,average,32.5
Peas,Monsoon,9,19.06530194,Yes,wilted,110.5
Bitter gourd,Winter,2,36.67983346,No,scrap,25
